exp_name,seed,iteration,n_blocks,n_target_examples,n_source_examples,train_set_size,target_fraction,eval_set,entity_f1_micro,entity_f1_macro,entity_f1_weighted,entity_precision,entity_recall,token_f1,token_acc,eval_loss,delta_f1_vs_iter0,f1_Archive,f1_CelestialObject,f1_CelestialObjectRegion,f1_CelestialRegion,f1_Citation,f1_Collaboration,f1_ComputingFacility,f1_Database,f1_Dataset,f1_EntityOfFutureInterest,f1_Event,f1_Fellowship,f1_Formula,f1_Grant,f1_Identifier,f1_Instrument,f1_LOC,f1_Mission,f1_Model,f1_ORG,f1_ObservationalTechniques,f1_Observatory,f1_PER,f1_Proposal,f1_Software,f1_Survey,f1_Tag,f1_Telescope,f1_TextGarbage,f1_URL,f1_Wavelength,support_Archive,support_CelestialObject,support_CelestialObjectRegion,support_CelestialRegion,support_Citation,support_Collaboration,support_ComputingFacility,support_Database,support_Dataset,support_EntityOfFutureInterest,support_Event,support_Fellowship,support_Formula,support_Grant,support_Identifier,support_Instrument,support_LOC,support_Mission,support_Model,support_ORG,support_ObservationalTechniques,support_Observatory,support_PER,support_Proposal,support_Software,support_Survey,support_Tag,support_Telescope,support_TextGarbage,support_URL,support_Wavelength,best_epoch,train_time_sec,peak_gpu_mem_mb
iter_astro,42,3,15,15,12543,12558,0.0011944577161968467,conll_test,0.7260049220672683,0.7182411781358496,0.7164698228695647,0.7365792759051186,0.715729882733522,0.8188174748036021,0.9551631312587487,0.33428437186025634,0.023731963143611257,,,,,,,,,,,,,,,,,0.7046153846153846,,,0.5349182763744429,,,0.9151898734177215,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,12,1526.9973759651184,11789
iter_astro,42,3,15,15,12543,12558,0.0011944577161968467,astro_test,0.39779912586248967,0.09395679329440645,0.3255989803647429,0.451080530327807,0.3557751453459531,0.17825837447961215,0.8831265616731088,1.0041447646915913,0.08788950938174706,0.0,0.19690844233055887,0.0,0.0,0.5771384026645879,0.0,0.0824534942182001,0.0,0.0,0.0,0.0,0.051622418879056046,0.010722169662567014,0.12202807218562019,0.0,0.0,0.30967460144136266,0.0,0.022316275490573294,0.5643418085685405,0.0,0.11282908483075636,0.8211781206171108,0.0,0.0,0.0,0.0,0.002082248828735034,0.0,0.0,0.03936545240893067,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,12,1526.9973759651184,11789
iter_astro,42,4,20,20,12543,12563,0.0015919764387487066,ewt_dev,0.7821112844513779,0.7652388053827252,0.7810500230490105,0.7857889237199582,0.7784679089026915,0.8587602688862126,0.9825838005487296,0.11408651631739174,-0.02277869109874442,,,,,,,,,,,,,,,,,0.7684346701164295,,,0.6383928571428571,,,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,399,,,224,,,343,,,,,,,,,19,2103.8173422813416,11766
iter_astro,42,4,20,20,12543,12563,0.0015919764387487066,conll_test,0.710824251401968,0.6863606378956639,0.6843722708224522,0.7456159822419534,0.6791346542660736,0.7930651326490425,0.9517820609454075,0.4088628826386951,0.00855129247831099,,,,,,,,,,,,,,,,,0.6982063945931896,,,0.4491197939029627,,,0.9117557251908396,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,19,2103.8173422813416,11766
iter_astro,42,4,20,20,12543,12563,0.0015919764387487066,astro_test,0.4313127042883805,0.1365280607428123,0.3890904402696575,0.44895462156012533,0.4150048614004802,0.24983769984373191,0.8973867724194294,0.9035879489034414,0.12140308780763787,0.10358565737051793,0.2270606531881804,0.0,0.005681818181818182,0.5299183370452857,0.011019283746556476,0.14711538461538462,0.025157232704402514,0.0,0.0,0.0,0.14165890027958994,0.22157588577472234,0.2601262748907237,0.0,0.004640371229698376,0.46853146853146854,0.0,0.028600612870275793,0.6498716852010266,0.0,0.3157355202460277,0.8595515090204013,0.0,0.0017969451931716081,0.0,0.0,0.18276881109343032,0.0,0.0,0.04797353184449959,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,19,2103.8173422813416,11766
iter_astro,42,5,25,25,12543,12568,0.0019891788669637173,ewt_dev,0.7822620827105131,0.7657349562505781,0.7834523101534928,0.7540826128722382,0.8126293995859213,0.856908183414085,0.9816692512624756,0.10118267823071662,-0.0226278928396092,,,,,,,,,,,,,,,,,0.7872078720787209,,,0.632016632016632,,,0.8779803646563814,,,,,,,,,,,,,,,,,,,,,,,,,399,,,224,,,343,,,,,,,,,15,1868.666209936142,11776
iter_astro,42,5,25,25,12543,12568,0.0019891788669637173,conll_test,0.7126413570274637,0.7019797643775534,0.700249305161416,0.7117789431222267,0.7135058633238981,0.8099127175700819,0.9528803704102509,0.37337295142761256,0.01036839810380663,,,,,,,,,,,,,,,,,0.6962843295638126,,,0.514061943752225,,,0.8955930198166224,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,15,1868.666209936142,11776
iter_astro,42,5,25,25,12543,12568,0.0019891788669637173,astro_test,0.4629384414731036,0.1636414909573868,0.42641046553959405,0.46457117736391973,0.46131714189336664,0.2909861333391281,0.9046315958708191,0.6990432821214199,0.15302882499236098,0.08359133126934985,0.2643912379011717,0.0,0.0,0.6267281105990783,0.06309148264984227,0.18825561312607944,0.0855614973262032,0.0,0.0,0.0,0.1079187105816398,0.1895312050618349,0.29637507755029696,0.0,0.0,0.5513387660069847,0.0,0.04930467762326169,0.6685854567002454,0.0,0.38240917782026773,0.870782726045884,0.0,0.0035587188612099647,0.23324630113141862,0.0,0.2102753089096033,0.0,0.0821917808219178,0.11574903969270166,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,15,1868.666209936142,11776
iter_astro,42,6,30,30,12543,12573,0.0023860653781913625,ewt_dev,0.7868177136972192,0.7670106642902438,0.7864521762572261,0.7827868852459017,0.7908902691511387,0.8662805002355154,0.983180245735417,0.10167665945701874,-0.018072261852903115,,,,,,,,,,,,,,,,,0.8058124174372524,,,0.627450980392157,,,0.8677685950413223,,,,,,,,,,,,,,,,,,,,,,,,,399,,,224,,,343,,,,,,,,,16,2006.6529128551483,11769
iter_astro,42,6,30,30,12543,12573,0.0023860653781913625,conll_test,0.7249271743653766,0.710776278070813,0.7096333648738978,0.7466780968709815,0.7044076021027093,0.8212093160645444,0.9556369118122107,0.34553632791492556,0.022654215441719527,,,,,,,,,,,,,,,,,0.7337794588303753,,,0.5556396669190008,,,0.8429097084630626,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,16,2006.6529128551483,11769
