exp_name,seed,iteration,n_blocks,n_target_examples,n_source_examples,train_set_size,target_fraction,eval_set,entity_f1_micro,entity_f1_macro,entity_f1_weighted,entity_precision,entity_recall,token_f1,token_acc,eval_loss,delta_f1_vs_iter0,f1_Archive,f1_CelestialObject,f1_CelestialObjectRegion,f1_CelestialRegion,f1_Citation,f1_Collaboration,f1_ComputingFacility,f1_Database,f1_Dataset,f1_EntityOfFutureInterest,f1_Event,f1_Fellowship,f1_Formula,f1_Grant,f1_Identifier,f1_Instrument,f1_LOC,f1_Mission,f1_Model,f1_ORG,f1_ObservationalTechniques,f1_Observatory,f1_PER,f1_Proposal,f1_Software,f1_Survey,f1_Tag,f1_Telescope,f1_TextGarbage,f1_URL,f1_Wavelength,support_Archive,support_CelestialObject,support_CelestialObjectRegion,support_CelestialRegion,support_Citation,support_Collaboration,support_ComputingFacility,support_Database,support_Dataset,support_EntityOfFutureInterest,support_Event,support_Fellowship,support_Formula,support_Grant,support_Identifier,support_Instrument,support_LOC,support_Mission,support_Model,support_ORG,support_ObservationalTechniques,support_Observatory,support_PER,support_Proposal,support_Software,support_Survey,support_Tag,support_Telescope,support_TextGarbage,support_URL,support_Wavelength,best_epoch,train_time_sec,peak_gpu_mem_mb
baseline_ewt_only,42,0,0,0,12543,12543,,ewt_dev,0.8048899755501223,0.7941806235568846,0.8061730829961155,0.76274328081557,0.8519668737060041,0.8876662699777549,0.9843731361087916,0.07089330544482754,0.0,,,,,,,,,,,,,,,,,0.8038976857490864,,,0.7014028056112225,,,0.8772413793103448,,,,,,,,,,,,,,,,,,,,,,,,,399,,,224,,,343,,,,,,,,,7,761.0250568389893,5586
baseline_ewt_only,42,0,0,0,12543,12543,,conll_test,0.702272958923657,0.6847807561524197,0.6830906648451208,0.7081192189105858,0.6965224423776789,0.8010644047577093,0.9522558414988694,0.3038575077274193,0.0,,,,,,,,,,,,,,,,,0.6937229437229436,,,0.48443432042520884,,,0.8761850043091066,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,7,761.0250568389893,5586
baseline_ewt_only,42,0,0,0,12543,12543,,astro_test,0.3099096164807426,0.046602203050845045,0.1991014094242204,0.49027437846193483,0.2265611048276683,0.08726896882342812,0.8419955251575908,1.9960339546203614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29511323003575685,0.0,0.0,0.5753790489317712,0.0,0.0,0.5741760156086684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,7,761.0250568389893,5586
baseline_ewt_only,123,0,0,0,12543,12543,,ewt_dev,0.8077908764736034,0.7882794232163418,0.8055710080147852,0.8,0.8157349896480331,0.8791512372116131,0.9843731361087916,0.1038953474369861,0.0,,,,,,,,,,,,,,,,,0.8182941903584673,,,0.662037037037037,,,0.8845070422535211,,,,,,,,,,,,,,,,,,,,,,,,,399,,,224,,,343,,,,,,,,,14,1138.642007112503,5588
baseline_ewt_only,123,0,0,0,12543,12543,,conll_test,0.7021209904921115,0.6782279028097143,0.6764451422946015,0.7264864864864865,0.6793368378487666,0.797185783340208,0.9519974157424357,0.42024085896911045,0.0,,,,,,,,,,,,,,,,,0.7061623909018778,,,0.445450802799506,,,0.8830705147277595,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,14,1138.642007112503,5588
baseline_ewt_only,123,0,0,0,12543,12543,,astro_test,0.26795895096921324,0.04129395914446281,0.1787269390910343,0.4477854719524097,0.1911820148024684,0.0821969852774424,0.8376060932884063,2.4609903052449225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2581016299137105,0.0,0.0,0.53276612016634,0.0,0.0,0.48924498339829653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,14,1138.642007112503,5588
baseline_ewt_only,456,0,0,0,12543,12543,,ewt_dev,0.8028747433264887,0.7838300296195033,0.8029561056792177,0.7963340122199593,0.8095238095238095,0.8770985067179455,0.9844128991212374,0.08614117887433774,0.0,,,,,,,,,,,,,,,,,0.8181818181818181,,,0.644736842105263,,,0.8885714285714286,,,,,,,,,,,,,,,,,,,,,,,,,399,,,224,,,343,,,,,,,,,10,924.1221120357513,5582
baseline_ewt_only,456,0,0,0,12543,12543,,conll_test,0.7120814527133411,0.6952849526439424,0.6932620393343969,0.7404496834752238,0.6858067124949454,0.8066771726270764,0.9531818671260902,0.3492911633285176,0.0,,,,,,,,,,,,,,,,,0.6927166400850612,,,0.4708680142687277,,,0.9222702035780382,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,10,924.1221120357513,5582
baseline_ewt_only,456,0,0,0,12543,12543,,astro_test,0.26913093431298846,0.04214618587479486,0.18212928844457443,0.47189614007162756,0.18824533206341648,0.08287612863324464,0.8364840332531702,2.344456359744072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2668816770812336,0.0,0.0,0.5435047526200341,0.0,0.0,0.4961453324173728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,10,924.1221120357513,5582
